medcodeid	term	arrhythmia	arrhythmia_cat	arrhythmia_type	cvd	angina	angina_cat	angina_type	cad	cad_cat	cad_type	mi	mi_cat	sca	sca_cat	revascularisation	revascularisation_cat	nonspecificcvd	nonspecificcvd_cat	hf_cat	hf	confidence	stroke	catstroke	vte	dvt	dvt_cat	dvt_type	pulmonaryembolism	pulmonaryembolism_cat	cardiomyopathy	cardiomyopathy_cat	cardiomyopathy_type	pericarditis	pericarditis_cat	vhd	vhd_cat	pvd	pvd_cat	cvdgrouped
300935019	[x]subarachnoid haemorrhage from other intracranial arteries				stroke																	Diagnosis	Stroke	Haemorrhagic																1
300939013	cerebral haemorrhage				stroke																	Diagnosis	Stroke	Haemorrhagic																1
300941014	[x]other cerebral infarction				stroke																	Diagnosis	Stroke	Ischaemic																1
300942019	[x]occlusion and stenosis of other precerebral arteries				stroke																	Possible	Stroke	Ischaemic																1
300943012	cerebral artery occlusion				stroke																	Diagnosis	Stroke	Ischaemic																1
300944018	[x]other specified cerebrovascular diseases				cad				CAD	Diagnosis	Not specific																													1
300956017	[x]intracerebral haemorrhage in hemisphere, unspecified				stroke																	Diagnosis	Stroke	Haemorrhagic																1
300963017	[x]other specified peripheral vascular diseases				pvd																																	PVD	Diagnosis	1
300996015	disorder of cardiovascular system				cad				CAD	Diagnosis	Not specific																													1
301689014	pulmonary congestion and hypostasis				hf															Possible HF	Heart failure																			1
301694014	pulmonary oedema				hf															Possible HF	Heart failure																			1
301695010	pulmonary congestion and hypostasis nos				hf															Possible HF	Heart failure																			1
301741013	acute pulmonary oedema unspecified				hf															Possible HF	Heart failure																			1
301743011	acute pulmonary oedema nos				hf															Possible HF	Heart failure																			1
301747012	pulmonary insufficiency following shock				vhd																															1	Diagnosis			1
301748019	pulmonary insufficiency following surgery				vhd																															1	Diagnosis			1
301749010	pulmonary insufficiency following trauma				vhd																															1	Diagnosis			1
301793010	acute pulmonary insufficiency following thoracic surgery				vhd																															1	Diagnosis			1
301794016	acute pulmonary insufficiency following nonthoracic surgery				vhd																															1	Diagnosis			1
301795015	chronic pulmonary insufficiency following surgery				vhd																															1	Diagnosis			1
302011	diabetic peripheral angiopathy				pvd																																	PVD	Diagnosis	1
30273012	portal vein thrombosis				vte																				1															1
303101000000110	history of ventricular tachycardia	arrhythmia	History	History of arrhythmia	arrhythmia																																			1
303131000000116	history of supraventricular tachycardia	arrhythmia	History	History of arrhythmia	arrhythmia																																			1
303361000000111	referred by heart failure nurse specialist				hf															Possible HF	Heart failure																			1
303441000000116	discharge from practice nurse heart failure clinic				hf															Possible HF	Heart failure																			1
303861000000118	did not attend practice nurse heart failure clinic				hf															Possible HF	Heart failure																			1
3049641000006111	rheumatic pulmonary regurgitation				vhd																															1	Diagnosis			1
305585018	pulmonary embolism following abortive pregnancy				vte																				1															1
305600016	cardiac arrest following abortive pregnancy				cad				CAD	Diagnosis	SCA																													1
305601017	cardiac failure following abortive pregnancy				hf															Heart failure	Heart failure																			1
306621000000116	seen in stroke clinic				stroke																	History	Stroke	History of																1
307782017	cerebral venous thrombosis in the puerperium				stroke																	Diagnosis	Stroke	Ischaemic																1
308011000000119	provision of information about heart failure				hf															Heart failure	Heart failure																			1
308041000000118	referral to heart failure exercise programme				hf															Possible HF	Heart failure																			1
308231000000118	heart failure monitoring administration				hf															Disease management	Heart failure																			1
308261000000111	heart failure review completed				hf															Disease management	Heart failure																			1
308301000000118	discussion about heart failure care plan				hf															Disease management	Heart failure																			1
309177010	ischaemic ulcer diabetic foot				pvd																																	PVD	Diagnosis	1
311561000000117	referred to heart failure education group				hf															Possible HF	Heart failure																			1
3123551000006116	hepatic vein thrombosis				vte																				1															1
312501014	intervertebral disc stenosis of neural canal				stroke																	Diagnosis	Stroke	Ischaemic																1
313373018	congenital aortic valve insufficiency, unspecified				vhd																															1	Diagnosis			1
313374012	congenital aortic valve insufficiency nos				vhd																															1	Diagnosis			1
31351000006112	other emergency bypass of femoral or popliteal artery nos				pvd																																	PVD	Diagnosis	1
313578011	other cardiovascular system anomaly nos				nonspecificcvd													Nonspecific CVD	80.Possible CVD - non-specific																					1
31361000006114	other emergency bypass of femoral or popliteal artery os				pvd																																	PVD	Diagnosis	1
314291000000112	suspected cerebrovascular disease				nonspecificcvd													Nonspecific CVD	80.Possible CVD - non-specific																					1
314321000000119	suspected ischaemic heart disease				nonspecificcvd													Nonspecific CVD	80.Possible CVD - non-specific																					1
3152721000006110	pulmonary oedema - acute				hf															Possible HF	Heart failure																			1
3166141000006114	angina, class ii				angina	Angina	Diagnosis	Stable angina																																1
316833010	congenital cardiac failure				hf															Heart failure	Heart failure																			1
317326011	[d]cardiovascular system symptoms				nonspecificcvd													Nonspecific CVD	80.Possible CVD - non-specific																					1
317327019	tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
317328012	[d]palpitations	arrhythmia	Diagnosis	Palpitations	arrhythmia																																			1
317330014	[d]palpitations nos	arrhythmia	Diagnosis	Palpitations	arrhythmia																																			1
317343014	[d]gangrene				pvd																																	PVD	Diagnosis	1
317344015	[d]gangrene, spreading cutaneous				pvd																																	PVD	Diagnosis	1
317347010	[d]gangrene of toe in diabetic				pvd																																	PVD	Diagnosis	1
317348017	[d]widespread diabetic foot gangrene				pvd																																	PVD	Diagnosis	1
317375012	[d]other cardiovascular symptoms				nonspecificcvd													Nonspecific CVD	80.Possible CVD - non-specific																					1
317378014	[d]cardiovascular symptoms nos				nonspecificcvd													Nonspecific CVD	80.Possible CVD - non-specific																					1
317997017	[x]bradycardia, unspecified	arrhythmia	Diagnosis	Bradycardia	arrhythmia																																			1
3182531000006110	congestive heart disease				hf															Heart failure	Heart failure																			1
